GeneID,PathwayID,PathwayName
Rv2210c,mtb019,Biosynthesis of secondary metabolites 
Rv2211c,mtb019,Biosynthesis of secondary metabolites 
Rv2215,mtb019,Biosynthesis of secondary metabolites 
Rv2220,mtb019,Biosynthesis of secondary metabolites 
Rv2222c,mtb019,Biosynthesis of secondary metabolites 
Rv2225,mtb019,Biosynthesis of secondary metabolites 
Rv2241,mtb019,Biosynthesis of secondary metabolites 
Rv2243,mtb019,Biosynthesis of secondary metabolites 
Rv2244,mtb019,Biosynthesis of secondary metabolites 
Rv2245,mtb019,Biosynthesis of secondary metabolites 
Rv2246,mtb019,Biosynthesis of secondary metabolites 
Rv2247,mtb019,Biosynthesis of secondary metabolites 
Rv2249c,mtb019,Biosynthesis of secondary metabolites 
Rv2252,mtb019,Biosynthesis of secondary metabolites 
Rv2289,mtb019,Biosynthesis of secondary metabolites 
Rv2294,mtb019,Biosynthesis of secondary metabolites 
Rv2323c,mtb019,Biosynthesis of secondary metabolites 
Rv2334,mtb019,Biosynthesis of secondary metabolites 
Rv2335,mtb019,Biosynthesis of secondary metabolites 
Rv2349c,mtb019,Biosynthesis of secondary metabolites 
Rv2350c,mtb019,Biosynthesis of secondary metabolites 
Rv2351c,mtb019,Biosynthesis of secondary metabolites 
Rv2361c,mtb019,Biosynthesis of secondary metabolites 
Rv2377c,mtb019,Biosynthesis of secondary metabolites 
Rv2386c,mtb019,Biosynthesis of secondary metabolites 
Rv2402,mtb019,Biosynthesis of secondary metabolites 
Rv2427c,mtb019,Biosynthesis of secondary metabolites 
Rv2439c,mtb019,Biosynthesis of secondary metabolites 
Rv2445c,mtb019,Biosynthesis of secondary metabolites 
Rv2454c,mtb019,Biosynthesis of secondary metabolites 
Rv2455c,mtb019,Biosynthesis of secondary metabolites 
Rv2458,mtb019,Biosynthesis of secondary metabolites 
Rv2465c,mtb019,Biosynthesis of secondary metabolites 
Rv2471,mtb019,Biosynthesis of secondary metabolites 
Rv2482c,mtb019,Biosynthesis of secondary metabolites 
Rv2486,mtb019,Biosynthesis of secondary metabolites 
Rv2495c,mtb019,Biosynthesis of secondary metabolites 
Rv2496c,mtb019,Biosynthesis of secondary metabolites 
Rv2497c,mtb019,Biosynthesis of secondary metabolites 
Rv2500c,mtb019,Biosynthesis of secondary metabolites 
Rv2509,mtb019,Biosynthesis of secondary metabolites 
Rv2523c,mtb019,Biosynthesis of secondary metabolites 
Rv2537c,mtb019,Biosynthesis of secondary metabolites 
Rv2538c,mtb019,Biosynthesis of secondary metabolites 
Rv2539c,mtb019,Biosynthesis of secondary metabolites 
Rv2540c,mtb019,Biosynthesis of secondary metabolites 
Rv2573,mtb019,Biosynthesis of secondary metabolites 
Rv2601,mtb019,Biosynthesis of secondary metabolites 
Rv2676c,mtb019,Biosynthesis of secondary metabolites 
Rv2677c,mtb019,Biosynthesis of secondary metabolites 
Rv2678c,mtb019,Biosynthesis of secondary metabolites 
Rv2682c,mtb019,Biosynthesis of secondary metabolites 
Rv2701c,mtb019,Biosynthesis of secondary metabolites 
Rv2702,mtb019,Biosynthesis of secondary metabolites 
Rv2726c,mtb019,Biosynthesis of secondary metabolites 
Rv2727c,mtb019,Biosynthesis of secondary metabolites 
Rv2747,mtb019,Biosynthesis of secondary metabolites 
Rv2753c,mtb019,Biosynthesis of secondary metabolites 
Rv2773c,mtb019,Biosynthesis of secondary metabolites 
Rv2786c,mtb019,Biosynthesis of secondary metabolites 
Rv2790c,mtb019,Biosynthesis of secondary metabolites 
Rv2794c,mtb019,Biosynthesis of secondary metabolites 
Rv2847c,mtb019,Biosynthesis of secondary metabolites 
Rv2850c,mtb019,Biosynthesis of secondary metabolites 
Rv2852c,mtb019,Biosynthesis of secondary metabolites 
Rv2860c,mtb019,Biosynthesis of secondary metabolites 
Rv2868c,mtb019,Biosynthesis of secondary metabolites 
Rv2870c,mtb019,Biosynthesis of secondary metabolites 
Rv2881c,mtb019,Biosynthesis of secondary metabolites 
Rv2949c,mtb019,Biosynthesis of secondary metabolites 
Rv2982c,mtb019,Biosynthesis of secondary metabolites 
Rv2987c,mtb019,Biosynthesis of secondary metabolites 
Rv2988c,mtb019,Biosynthesis of secondary metabolites 
Rv2992c,mtb019,Biosynthesis of secondary metabolites 
Rv2995c,mtb019,Biosynthesis of secondary metabolites 
Rv2996c,mtb019,Biosynthesis of secondary metabolites 
Rv3001c,mtb019,Biosynthesis of secondary metabolites 
Rv3002c,mtb019,Biosynthesis of secondary metabolites 
Rv3003c,mtb019,Biosynthesis of secondary metabolites 
Rv3010c,mtb019,Biosynthesis of secondary metabolites 
Rv3031,mtb019,Biosynthesis of secondary metabolites 
Rv3032,mtb019,Biosynthesis of secondary metabolites 
Rv3039c,mtb019,Biosynthesis of secondary metabolites 
Rv3042c,mtb019,Biosynthesis of secondary metabolites 
Rv3045,mtb019,Biosynthesis of secondary metabolites 
Rv3068c,mtb019,Biosynthesis of secondary metabolites 
Rv3137,mtb019,Biosynthesis of secondary metabolites 
Rv3140,mtb019,Biosynthesis of secondary metabolites 
Rv3170,mtb019,Biosynthesis of secondary metabolites 
Rv3215,mtb019,Biosynthesis of secondary metabolites 
Rv3227,mtb019,Biosynthesis of secondary metabolites 
Rv3255c,mtb019,Biosynthesis of secondary metabolites 
Rv3257c,mtb019,Biosynthesis of secondary metabolites 
Rv3264c,mtb019,Biosynthesis of secondary metabolites 
Rv3266c,mtb019,Biosynthesis of secondary metabolites 
Rv3275c,mtb019,Biosynthesis of secondary metabolites 
Rv3276c,mtb019,Biosynthesis of secondary metabolites 
Rv3280,mtb019,Biosynthesis of secondary metabolites 
Rv3281,mtb019,Biosynthesis of secondary metabolites 
Rv3285,mtb019,Biosynthesis of secondary metabolites 
Rv3302c,mtb019,Biosynthesis of secondary metabolites 
Rv3307,mtb019,Biosynthesis of secondary metabolites 
Rv3308,mtb019,Biosynthesis of secondary metabolites 
Rv3316,mtb019,Biosynthesis of secondary metabolites 
Rv3317,mtb019,Biosynthesis of secondary metabolites 
Rv3318,mtb019,Biosynthesis of secondary metabolites 
Rv3319,mtb019,Biosynthesis of secondary metabolites 
Rv3339c,mtb019,Biosynthesis of secondary metabolites 
Rv3341,mtb019,Biosynthesis of secondary metabolites 
Rv3372,mtb019,Biosynthesis of secondary metabolites 
Rv3379c,mtb019,Biosynthesis of secondary metabolites 
Rv3382c,mtb019,Biosynthesis of secondary metabolites 
Rv3383c,mtb019,Biosynthesis of secondary metabolites 
Rv3393,mtb019,Biosynthesis of secondary metabolites 
Rv3397c,mtb019,Biosynthesis of secondary metabolites 
Rv3398c,mtb019,Biosynthesis of secondary metabolites 
Rv3410c,mtb019,Biosynthesis of secondary metabolites 
Rv3411c,mtb019,Biosynthesis of secondary metabolites 
Rv3432c,mtb019,Biosynthesis of secondary metabolites 
Rv3451,mtb019,Biosynthesis of secondary metabolites 
Rv3464,mtb019,Biosynthesis of secondary metabolites 
Rv3465,mtb019,Biosynthesis of secondary metabolites 
Rv3468c,mtb019,Biosynthesis of secondary metabolites 
Rv3470c,mtb019,Biosynthesis of secondary metabolites 
