GeneID,PathwayID,PathwayName
Rv3281,mtb085,Mycolic acid biosynthesis 
Rv3285,mtb085,Mycolic acid biosynthesis 
Rv3451,mtb085,Mycolic acid biosynthesis 
Rv3799c,mtb085,Mycolic acid biosynthesis 
Rv3800c,mtb085,Mycolic acid biosynthesis 
Rv3801c,mtb085,Mycolic acid biosynthesis 
Rv3804c,mtb085,Mycolic acid biosynthesis 
Rv0004,mtb086,Uncharacterized protein
Rv0007,mtb086,Uncharacterized protein
Rv0072,mtb086,Uncharacterized protein
Rv0073,mtb086,Uncharacterized protein
Rv0074,mtb086,Uncharacterized protein
Rv0076c,mtb086,Uncharacterized protein
Rv0077c,mtb086,Uncharacterized protein
Rv0078,mtb086,Uncharacterized protein
Rv0078A,mtb086,Uncharacterized protein
Rv0078B,mtb086,Uncharacterized protein
Rv0079,mtb086,Uncharacterized protein
Rv0080,mtb086,Uncharacterized protein
Rv0081,mtb087,HTH-type transcriptional regulator
Rv0082,mtb088,Oxidoreductase
Rv0083,mtb088,Oxidoreductase
Rv0084,mtb089,hydrogen metabolism
Rv0085,mtb089,hydrogen metabolism
Rv0086,mtb089,hydrogen metabolism
Rv0087,mtb089,hydrogen metabolism
Rv0088,mtb071,Lipid metabolism
Rv0089,mtb090,Methyltransferase
Rv0090,mtb086,Uncharacterized protein
Rv0092,mtb086,Uncharacterized protein
Rv0093c,mtb086,Uncharacterized protein
Rv0094c,mtb086,Uncharacterized protein
Rv0095c,mtb086,Uncharacterized protein
Rv0096,mtb086,Uncharacterized protein
Rv0097,mtb086,Uncharacterized protein
Rv0098,mtb086,Uncharacterized protein
Rv0099,mtb086,Uncharacterized protein
Rv0100,mtb086,Uncharacterized protein
Rv0101,mtb086,Uncharacterized protein
Rv0102,mtb086,Uncharacterized protein
Rv0103c,mtb086,Uncharacterized protein
Rv0104,mtb086,Uncharacterized protein
Rv0106,mtb086,Uncharacterized protein
Rv0107c,mtb086,Uncharacterized protein
Rv0108c,mtb086,Uncharacterized protein
Rv0109,mtb086,Uncharacterized protein
Rv0110,mtb086,Uncharacterized protein
Rv0111,mtb086,Uncharacterized protein
Rv0115a,mtb086,Uncharacterized protein
Rv0116c,mtb086,Uncharacterized protein
Rv0117,mtb086,Uncharacterized protein
Rv0119,mtb086,Uncharacterized protein
Rv0120c,mtb086,Uncharacterized protein
Rv0121c,mtb086,Uncharacterized protein
Rv0122,mtb086,Uncharacterized protein
Rv0123,mtb086,Uncharacterized protein
Rv0124,mtb086,Uncharacterized protein
Rv0125,mtb086,Uncharacterized protein
Rv0128,mtb086,Uncharacterized protein
Rv0130,mtb086,Uncharacterized protein
Rv0133,mtb086,Uncharacterized protein
Rv0134,mtb086,Uncharacterized protein
Rv0135c,mtb086,Uncharacterized protein
Rv0136,mtb086,Uncharacterized protein
Rv0137c,mtb086,Uncharacterized protein
Rv0138,mtb086,Uncharacterized protein
Rv0139,mtb086,Uncharacterized protein
Rv0140,mtb086,Uncharacterized protein
Rv0141c,mtb086,Uncharacterized protein
Rv0142,mtb086,Uncharacterized protein
Rv0143c,mtb086,Uncharacterized protein
Rv0144,mtb086,Uncharacterized protein
Rv0145,mtb086,Uncharacterized protein
Rv0146,mtb086,Uncharacterized protein
Rv0148,mtb086,Uncharacterized protein
Rv0149,mtb086,Uncharacterized protein
Rv0150c,mtb086,Uncharacterized protein
Rv0151c,mtb086,Uncharacterized protein
Rv0152c,mtb086,Uncharacterized protein
Rv0153c,mtb086,Uncharacterized protein
Rv0157A,mtb086,Uncharacterized protein
Rv0158,mtb086,Uncharacterized protein
Rv0159c,mtb086,Uncharacterized protein
Rv0160c,mtb086,Uncharacterized protein
Rv0161,mtb086,Uncharacterized protein
Rv0162c,mtb086,Uncharacterized protein
Rv0163,mtb086,Uncharacterized protein
Rv0164,mtb086,Uncharacterized protein
Rv0165c,mtb086,Uncharacterized protein
Rv0166,mtb086,Uncharacterized protein
Rv0175,mtb086,Uncharacterized protein
Rv0176,mtb086,Uncharacterized protein
Rv0177,mtb086,Uncharacterized protein
Rv0178,mtb086,Uncharacterized protein
Rv0179c,mtb086,Uncharacterized protein
Rv0180c,mtb086,Uncharacterized protein
Rv0181c,mtb086,Uncharacterized protein
Rv0182c,mtb086,Uncharacterized protein
Rv0184,mtb086,Uncharacterized protein
Rv0185,mtb086,Uncharacterized protein
Rv0186A,mtb086,Uncharacterized protein
Rv0187,mtb086,Uncharacterized protein
Rv0188,mtb086,Uncharacterized protein
Rv0190,mtb086,Uncharacterized protein
Rv0191,mtb086,Uncharacterized protein
Rv0192,mtb086,Uncharacterized protein
Rv0193c,mtb086,Uncharacterized protein
Rv0195,mtb086,Uncharacterized protein
Rv0196,mtb086,Uncharacterized protein
Rv0197,mtb086,Uncharacterized protein
Rv0198c,mtb086,Uncharacterized protein
Rv0199,mtb086,Uncharacterized protein
Rv0200,mtb086,Uncharacterized protein
Rv0201c,mtb086,Uncharacterized protein
Rv0202c,mtb086,Uncharacterized protein
Rv0203,mtb086,Uncharacterized protein
Rv0204c,mtb086,Uncharacterized protein
Rv0205,mtb086,Uncharacterized protein
Rv0206c,mtb086,Uncharacterized protein
Rv0207c,mtb086,Uncharacterized protein
Rv0208c,mtb086,Uncharacterized protein
Rv0209,mtb086,Uncharacterized protein
Rv0210,mtb086,Uncharacterized protein
Rv0213c,mtb086,Uncharacterized protein
Rv0214,mtb086,Uncharacterized protein
Rv0216,mtb086,Uncharacterized protein
Rv0217c,mtb086,Uncharacterized protein
Rv0218,mtb086,Uncharacterized protein
Rv0219,mtb086,Uncharacterized protein
Rv0220,mtb086,Uncharacterized protein
Rv0222,mtb086,Uncharacterized protein
Rv0224c,mtb086,Uncharacterized protein
Rv0225,mtb086,Uncharacterized protein
Rv0226c,mtb086,Uncharacterized protein
Rv0227c,mtb086,Uncharacterized protein
Rv0228,mtb086,Uncharacterized protein
Rv0229c,mtb086,Uncharacterized protein
Rv0230c,mtb086,Uncharacterized protein
Rv0232,mtb086,Uncharacterized protein
Rv0235c,mtb086,Uncharacterized protein
Rv0236A,mtb086,Uncharacterized protein
Rv0238,mtb086,Uncharacterized protein
Rv0239,mtb086,Uncharacterized protein
Rv0240,mtb086,Uncharacterized protein
Rv0241c,mtb086,Uncharacterized protein
Rv0244c,mtb086,Uncharacterized protein
Rv0245,mtb086,Uncharacterized protein
Rv0246,mtb086,Uncharacterized protein
Rv0249c,mtb086,Uncharacterized protein
Rv0250c,mtb086,Uncharacterized protein
Rv0251c,mtb086,Uncharacterized protein
Rv0256c,mtb086,Uncharacterized protein
Rv0257,mtb086,Uncharacterized protein
Rv0258c,mtb086,Uncharacterized protein
Rv0259c,mtb086,Uncharacterized protein
Rv0262c,mtb086,Uncharacterized protein
Rv0263c,mtb086,Uncharacterized protein
Rv0264c,mtb086,Uncharacterized protein
Rv0265c,mtb086,Uncharacterized protein
Rv0268c,mtb086,Uncharacterized protein
Rv0269c,mtb086,Uncharacterized protein
Rv0270,mtb086,Uncharacterized protein
Rv0271c,mtb086,Uncharacterized protein
Rv0272c,mtb086,Uncharacterized protein
Rv0273c,mtb086,Uncharacterized protein
Rv0274,mtb086,Uncharacterized protein
Rv0275c,mtb086,Uncharacterized protein
Rv0276,mtb086,Uncharacterized protein
Rv0277c,mtb086,Uncharacterized protein
Rv0278c,mtb086,Uncharacterized protein
Rv0279c,mtb086,Uncharacterized protein
Rv0280,mtb086,Uncharacterized protein
Rv0281,mtb086,Uncharacterized protein
Rv0293c,mtb086,Uncharacterized protein
Rv0294,mtb086,Uncharacterized protein
Rv0295c,mtb086,Uncharacterized protein
Rv0296c,mtb086,Uncharacterized protein
Rv0297,mtb086,Uncharacterized protein
Rv0298,mtb086,Uncharacterized protein
Rv0299,mtb086,Uncharacterized protein
Rv0300,mtb086,Uncharacterized protein
Rv0301,mtb086,Uncharacterized protein
Rv0302,mtb086,Uncharacterized protein
Rv0303,mtb086,Uncharacterized protein
Rv0304c,mtb086,Uncharacterized protein
Rv0305c,mtb086,Uncharacterized protein
Rv0307c,mtb086,Uncharacterized protein
Rv0308,mtb086,Uncharacterized protein
Rv0309,mtb086,Uncharacterized protein
Rv0310c,mtb086,Uncharacterized protein
Rv0311,mtb086,Uncharacterized protein
Rv0312,mtb086,Uncharacterized protein
Rv0313,mtb086,Uncharacterized protein
Rv0314c,mtb086,Uncharacterized protein
Rv0315,mtb086,Uncharacterized protein
Rv0316,mtb086,Uncharacterized protein
Rv0318c,mtb086,Uncharacterized protein
Rv0319,mtb086,Uncharacterized protein
Rv0320,mtb086,Uncharacterized protein
Rv0323c,mtb086,Uncharacterized protein
Rv0324,mtb086,Uncharacterized protein
Rv0325,mtb086,Uncharacterized protein
Rv0326,mtb086,Uncharacterized protein
Rv0327c,mtb086,Uncharacterized protein
Rv0328,mtb086,Uncharacterized protein
Rv0329c,mtb086,Uncharacterized protein
Rv0330c,mtb086,Uncharacterized protein
Rv0332,mtb086,Uncharacterized protein
Rv0333,mtb086,Uncharacterized protein
Rv0335c,mtb086,Uncharacterized protein
Rv0336,mtb086,Uncharacterized protein
Rv0338c,mtb086,Uncharacterized protein
Rv0339c,mtb086,Uncharacterized protein
Rv0340,mtb086,Uncharacterized protein
Rv0341,mtb086,Uncharacterized protein
Rv0342,mtb086,Uncharacterized protein
Rv0343,mtb086,Uncharacterized protein
Rv0344c,mtb086,Uncharacterized protein
Rv0346c,mtb086,Uncharacterized protein
Rv0347,mtb086,Uncharacterized protein
Rv0348,mtb086,Uncharacterized protein
Rv0349,mtb086,Uncharacterized protein
Rv0351,mtb086,Uncharacterized protein
Rv0352,mtb086,Uncharacterized protein
Rv0353,mtb086,Uncharacterized protein
Rv0354c,mtb086,Uncharacterized protein
Rv0355c,mtb086,Uncharacterized protein
Rv0356c,mtb086,Uncharacterized protein
Rv0358,mtb086,Uncharacterized protein
Rv0359,mtb086,Uncharacterized protein
Rv0360c,mtb086,Uncharacterized protein
Rv0361,mtb086,Uncharacterized protein
Rv0362,mtb086,Uncharacterized protein
Rv0364,mtb086,Uncharacterized protein
Rv0365c,mtb086,Uncharacterized protein
Rv0366c,mtb086,Uncharacterized protein
Rv0367c,mtb086,Uncharacterized protein
Rv0368c,mtb086,Uncharacterized protein
Rv0369c,mtb086,Uncharacterized protein
Rv0370c,mtb086,Uncharacterized protein
Rv0372c,mtb086,Uncharacterized protein
Rv0373c,mtb086,Uncharacterized protein
Rv0374c,mtb086,Uncharacterized protein
Rv0375c,mtb086,Uncharacterized protein
Rv0376c,mtb086,Uncharacterized protein
Rv0377,mtb086,Uncharacterized protein
Rv0378,mtb086,Uncharacterized protein
Rv0379,mtb086,Uncharacterized protein
Rv0380c,mtb086,Uncharacterized protein
Rv0381c,mtb086,Uncharacterized protein
Rv0383c,mtb086,Uncharacterized protein
Rv0384c,mtb086,Uncharacterized protein
Rv0385,mtb086,Uncharacterized protein
Rv0386,mtb086,Uncharacterized protein
Rv0390,mtb086,Uncharacterized protein
Rv0393,mtb086,Uncharacterized protein
Rv0394c,mtb086,Uncharacterized protein
Rv0395,mtb086,Uncharacterized protein
Rv0396,mtb086,Uncharacterized protein
Rv0397,mtb086,Uncharacterized protein
Rv0397A,mtb086,Uncharacterized protein
Rv0398c,mtb086,Uncharacterized protein
Rv0399c,mtb086,Uncharacterized protein
Rv0401,mtb086,Uncharacterized protein
Rv0402c,mtb086,Uncharacterized protein
Rv0403c,mtb086,Uncharacterized protein
Rv0404,mtb086,Uncharacterized protein
Rv0405,mtb086,Uncharacterized protein
Rv0406c,mtb086,Uncharacterized protein
Rv0407,mtb086,Uncharacterized protein
Rv0411c,mtb086,Uncharacterized protein
Rv0412c,mtb086,Uncharacterized protein
Rv0413,mtb086,Uncharacterized protein
Rv0418,mtb086,Uncharacterized protein
Rv0419,mtb086,Uncharacterized protein
Rv0420c,mtb086,Uncharacterized protein
Rv0421c,mtb086,Uncharacterized protein
Rv0424c,mtb086,Uncharacterized protein
Rv0425c,mtb086,Uncharacterized protein
Rv0426c,mtb086,Uncharacterized protein
Rv0429c,mtb086,Uncharacterized protein
Rv0430,mtb086,Uncharacterized protein
Rv0431,mtb086,Uncharacterized protein
Rv0432,mtb086,Uncharacterized protein
Rv0434,mtb086,Uncharacterized protein
Rv0435c,mtb086,Uncharacterized protein
Rv0439c,mtb086,Uncharacterized protein
Rv0441c,mtb086,Uncharacterized protein
Rv0442c,mtb086,Uncharacterized protein
Rv0443,mtb086,Uncharacterized protein
Rv0444c,mtb086,Uncharacterized protein
Rv0445c,mtb086,Uncharacterized protein
Rv0446c,mtb086,Uncharacterized protein
Rv0447c,mtb086,Uncharacterized protein
Rv0448c,mtb086,Uncharacterized protein
Rv0449c,mtb086,Uncharacterized protein
Rv0450c,mtb086,Uncharacterized protein
Rv0451c,mtb086,Uncharacterized protein
Rv0452,mtb086,Uncharacterized protein
Rv0453,mtb086,Uncharacterized protein
Rv0455c,mtb086,Uncharacterized protein
Rv0456A,mtb086,Uncharacterized protein
Rv0456B,mtb086,Uncharacterized protein
Rv0456c,mtb086,Uncharacterized protein
Rv0457c,mtb086,Uncharacterized protein
Rv0459,mtb086,Uncharacterized protein
Rv0460,mtb086,Uncharacterized protein
Rv0461,mtb086,Uncharacterized protein
Rv0463,mtb086,Uncharacterized protein
Rv0464c,mtb086,Uncharacterized protein
Rv0465c,mtb086,Uncharacterized protein
Rv0466,mtb086,Uncharacterized protein
Rv0470A,mtb086,Uncharacterized protein
Rv0471c,mtb086,Uncharacterized protein
Rv0472c,mtb086,Uncharacterized protein
Rv0473,mtb086,Uncharacterized protein
Rv0474,mtb086,Uncharacterized protein
Rv0475,mtb086,Uncharacterized protein
Rv0476,mtb086,Uncharacterized protein
Rv0477,mtb086,Uncharacterized protein
Rv0479c,mtb086,Uncharacterized protein
Rv0480c,mtb086,Uncharacterized protein
Rv0481c,mtb086,Uncharacterized protein
Rv0483,mtb086,Uncharacterized protein
Rv0484c,mtb086,Uncharacterized protein
Rv0485,mtb086,Uncharacterized protein
Rv0486,mtb086,Uncharacterized protein
Rv0487,mtb086,Uncharacterized protein
Rv0488,mtb086,Uncharacterized protein
Rv0492A,mtb086,Uncharacterized protein
Rv0492c,mtb086,Uncharacterized protein
Rv0493c,mtb086,Uncharacterized protein
Rv0494,mtb086,Uncharacterized protein
Rv0495c,mtb086,Uncharacterized protein
Rv0497,mtb086,Uncharacterized protein
Rv0498,mtb086,Uncharacterized protein
Rv0499,mtb086,Uncharacterized protein
Rv0500A,mtb086,Uncharacterized protein
Rv0502,mtb086,Uncharacterized protein
Rv0505c,mtb086,Uncharacterized protein
Rv0506,mtb086,Uncharacterized protein
Rv0507,mtb086,Uncharacterized protein
Rv0508,mtb086,Uncharacterized protein
Rv0513,mtb086,Uncharacterized protein
Rv0514,mtb086,Uncharacterized protein
Rv0515,mtb086,Uncharacterized protein
Rv0516c,mtb086,Uncharacterized protein
Rv0517,mtb086,Uncharacterized protein
Rv0518,mtb086,Uncharacterized protein
Rv0519c,mtb086,Uncharacterized protein
Rv0522,mtb086,Uncharacterized protein
Rv0523c,mtb086,Uncharacterized protein
Rv0525,mtb086,Uncharacterized protein
Rv0526,mtb086,Uncharacterized protein
Rv0527,mtb086,Uncharacterized protein
Rv0528,mtb086,Uncharacterized protein
Rv0529,mtb086,Uncharacterized protein
Rv0530,mtb086,Uncharacterized protein
Rv0530A,mtb086,Uncharacterized protein
Rv0531,mtb086,Uncharacterized protein
Rv0532,mtb086,Uncharacterized protein
Rv0537c,mtb086,Uncharacterized protein
Rv0538,mtb086,Uncharacterized protein
Rv0539,mtb086,Uncharacterized protein
Rv0540,mtb086,Uncharacterized protein
Rv0543c,mtb086,Uncharacterized protein
Rv0544c,mtb086,Uncharacterized protein
Rv0545c,mtb086,Uncharacterized protein
Rv0546c,mtb086,Uncharacterized protein
Rv0547c,mtb086,Uncharacterized protein
Rv0549c,mtb086,Uncharacterized protein
Rv0550c,mtb086,Uncharacterized protein
Rv0551c,mtb086,Uncharacterized protein
Rv0552,mtb086,Uncharacterized protein
Rv0554,mtb086,Uncharacterized protein
Rv0556,mtb086,Uncharacterized protein
Rv0557,mtb086,Uncharacterized protein
Rv0559c,mtb086,Uncharacterized protein
Rv0560c,mtb086,Uncharacterized protein
Rv0561c,mtb086,Uncharacterized protein
Rv0562,mtb086,Uncharacterized protein
Rv0563,mtb086,Uncharacterized protein
Rv0565c,mtb086,Uncharacterized protein
Rv0566c,mtb086,Uncharacterized protein
Rv0567,mtb086,Uncharacterized protein
Rv0568,mtb086,Uncharacterized protein
Rv0569,mtb086,Uncharacterized protein
Rv0571c,mtb086,Uncharacterized protein
Rv0572c,mtb086,Uncharacterized protein
Rv0574c,mtb086,Uncharacterized protein
Rv0575c,mtb086,Uncharacterized protein
Rv0576,mtb086,Uncharacterized protein
Rv0577,mtb086,Uncharacterized protein
Rv0578c,mtb086,Uncharacterized protein
Rv0579,mtb086,Uncharacterized protein
Rv0580c,mtb086,Uncharacterized protein
Rv0581,mtb086,Uncharacterized protein
Rv0582,mtb086,Uncharacterized protein
Rv0583c,mtb086,Uncharacterized protein
Rv0584,mtb086,Uncharacterized protein
Rv0585c,mtb086,Uncharacterized protein
Rv0586,mtb086,Uncharacterized protein
Rv0595c,mtb086,Uncharacterized protein
Rv0596c,mtb086,Uncharacterized protein
Rv0597c,mtb086,Uncharacterized protein
Rv0598c,mtb086,Uncharacterized protein
Rv0599c,mtb086,Uncharacterized protein
Rv0600c,mtb086,Uncharacterized protein
Rv0601c,mtb086,Uncharacterized protein
Rv0602c,mtb086,Uncharacterized protein
Rv0603,mtb086,Uncharacterized protein
Rv0604,mtb086,Uncharacterized protein
Rv0605,mtb086,Uncharacterized protein
Rv0607,mtb086,Uncharacterized protein
Rv0608,mtb086,Uncharacterized protein
Rv0609,mtb086,Uncharacterized protein
Rv0609A,mtb086,Uncharacterized protein
Rv0610c,mtb086,Uncharacterized protein
Rv0611c,mtb086,Uncharacterized protein
Rv0612,mtb086,Uncharacterized protein
Rv0613c,mtb086,Uncharacterized protein
Rv0614,mtb086,Uncharacterized protein
Rv0615,mtb086,Uncharacterized protein
Rv0616A,mtb086,Uncharacterized protein
Rv0617,mtb086,Uncharacterized protein
Rv0621,mtb086,Uncharacterized protein
Rv0622,mtb086,Uncharacterized protein
Rv0623,mtb086,Uncharacterized protein
Rv0624,mtb086,Uncharacterized protein
Rv0625c,mtb086,Uncharacterized protein
Rv0626,mtb086,Uncharacterized protein
Rv0627,mtb086,Uncharacterized protein
Rv0628c,mtb086,Uncharacterized protein
Rv0632c,mtb086,Uncharacterized protein
Rv0633c,mtb086,Uncharacterized protein
Rv0634A,mtb086,Uncharacterized protein
Rv0634c,mtb086,Uncharacterized protein
Rv0639,mtb086,Uncharacterized protein
Rv0646c,mtb086,Uncharacterized protein
Rv0647c,mtb086,Uncharacterized protein
Rv0648,mtb086,Uncharacterized protein
Rv0653c,mtb086,Uncharacterized protein
Rv0654,mtb086,Uncharacterized protein
Rv0656c,mtb086,Uncharacterized protein
Rv0657c,mtb086,Uncharacterized protein
Rv0658c,mtb086,Uncharacterized protein
Rv0659c,mtb086,Uncharacterized protein
Rv0660c,mtb086,Uncharacterized protein
Rv0661c,mtb086,Uncharacterized protein
Rv0662c,mtb086,Uncharacterized protein
Rv0663,mtb086,Uncharacterized protein
Rv0664,mtb086,Uncharacterized protein
Rv0665,mtb086,Uncharacterized protein
Rv0666,mtb086,Uncharacterized protein
Rv0671,mtb086,Uncharacterized protein
Rv0672,mtb086,Uncharacterized protein
Rv0673,mtb086,Uncharacterized protein
Rv0674,mtb086,Uncharacterized protein
Rv0675,mtb086,Uncharacterized protein
Rv0676c,mtb086,Uncharacterized protein
Rv0677c,mtb086,Uncharacterized protein
Rv0678,mtb086,Uncharacterized protein
Rv0679c,mtb086,Uncharacterized protein
Rv0680c,mtb086,Uncharacterized protein
Rv0681,mtb086,Uncharacterized protein
Rv0684,mtb086,Uncharacterized protein
Rv0685,mtb086,Uncharacterized protein
Rv0686,mtb086,Uncharacterized protein
Rv0687,mtb086,Uncharacterized protein
Rv0688,mtb086,Uncharacterized protein
Rv0689c,mtb086,Uncharacterized protein
Rv0690c,mtb086,Uncharacterized protein
Rv0691A,mtb086,Uncharacterized protein
Rv0691c,mtb086,Uncharacterized protein
Rv0692,mtb086,Uncharacterized protein
Rv0693,mtb086,Uncharacterized protein
Rv0694,mtb086,Uncharacterized protein
Rv0695,mtb086,Uncharacterized protein
Rv0696,mtb086,Uncharacterized protein
Rv0697,mtb086,Uncharacterized protein
Rv0698,mtb086,Uncharacterized protein
Rv0699,mtb086,Uncharacterized protein
Rv0711,mtb086,Uncharacterized protein
Rv0712,mtb086,Uncharacterized protein
Rv0713,mtb086,Uncharacterized protein
Rv0724,mtb086,Uncharacterized protein
Rv0725c,mtb086,Uncharacterized protein
Rv0726c,mtb086,Uncharacterized protein
Rv0730,mtb086,Uncharacterized protein
Rv0731c,mtb086,Uncharacterized protein
Rv0734,mtb086,Uncharacterized protein
Rv0735,mtb086,Uncharacterized protein
Rv0736,mtb086,Uncharacterized protein
Rv0737,mtb086,Uncharacterized protein
Rv0738,mtb086,Uncharacterized protein
Rv0739,mtb086,Uncharacterized protein
Rv0740,mtb086,Uncharacterized protein
Rv0742,mtb086,Uncharacterized protein
Rv0743c,mtb086,Uncharacterized protein
Rv0744c,mtb086,Uncharacterized protein
Rv0745,mtb086,Uncharacterized protein
Rv0746,mtb086,Uncharacterized protein
Rv0747,mtb086,Uncharacterized protein
Rv0748,mtb086,Uncharacterized protein
Rv0749,mtb086,Uncharacterized protein
Rv0749A,mtb086,Uncharacterized protein
Rv0750,mtb086,Uncharacterized protein
Rv0752c,mtb086,Uncharacterized protein
Rv0754,mtb086,Uncharacterized protein
Rv0755c,mtb086,Uncharacterized protein
Rv0756c,mtb086,Uncharacterized protein
Rv0757,mtb086,Uncharacterized protein
Rv0758,mtb086,Uncharacterized protein
Rv0759c,mtb086,Uncharacterized protein
Rv0762c,mtb086,Uncharacterized protein
Rv0763c,mtb086,Uncharacterized protein
Rv0765c,mtb086,Uncharacterized protein
Rv0766c,mtb086,Uncharacterized protein
Rv0767c,mtb086,Uncharacterized protein
Rv0769,mtb086,Uncharacterized protein
Rv0770,mtb086,Uncharacterized protein
Rv0774c,mtb086,Uncharacterized protein
Rv0775,mtb086,Uncharacterized protein
Rv0776c,mtb086,Uncharacterized protein
Rv0778,mtb086,Uncharacterized protein
Rv0779c,mtb086,Uncharacterized protein
Rv0783c,mtb086,Uncharacterized protein
Rv0784,mtb086,Uncharacterized protein
Rv0785,mtb086,Uncharacterized protein
Rv0786c,mtb086,Uncharacterized protein
Rv0787,mtb086,Uncharacterized protein
Rv0789c,mtb086,Uncharacterized protein
Rv0790c,mtb086,Uncharacterized protein
Rv0791c,mtb086,Uncharacterized protein
Rv0792c,mtb086,Uncharacterized protein
Rv0793,mtb086,Uncharacterized protein
Rv0794c,mtb086,Uncharacterized protein
Rv0797,mtb086,Uncharacterized protein
Rv0798c,mtb086,Uncharacterized protein
Rv0799c,mtb086,Uncharacterized protein
Rv0800,mtb086,Uncharacterized protein
Rv0801,mtb086,Uncharacterized protein
Rv0802c,mtb086,Uncharacterized protein
Rv0804,mtb086,Uncharacterized protein
Rv0807,mtb086,Uncharacterized protein
Rv0810c,mtb086,Uncharacterized protein
Rv0811c,mtb086,Uncharacterized protein
Rv0813c,mtb086,Uncharacterized protein
Rv0814c,mtb086,Uncharacterized protein
Rv0816c,mtb086,Uncharacterized protein
Rv0817c,mtb086,Uncharacterized protein
Rv0818,mtb086,Uncharacterized protein
Rv0819,mtb086,Uncharacterized protein
Rv0821c,mtb086,Uncharacterized protein
Rv0822c,mtb086,Uncharacterized protein
Rv0823c,mtb086,Uncharacterized protein
Rv0825c,mtb086,Uncharacterized protein
Rv0826,mtb086,Uncharacterized protein
Rv0827c,mtb086,Uncharacterized protein
Rv0828c,mtb086,Uncharacterized protein
Rv0830,mtb086,Uncharacterized protein
Rv0831c,mtb086,Uncharacterized protein
Rv0832,mtb086,Uncharacterized protein
Rv0833,mtb086,Uncharacterized protein
Rv0834c,mtb086,Uncharacterized protein
Rv0835,mtb086,Uncharacterized protein
Rv0836c,mtb086,Uncharacterized protein
Rv0837c,mtb086,Uncharacterized protein
Rv0839,mtb086,Uncharacterized protein
Rv0841,mtb086,Uncharacterized protein
Rv0842,mtb086,Uncharacterized protein
Rv0843,mtb086,Uncharacterized protein
Rv0845,mtb086,Uncharacterized protein
Rv0847,mtb086,Uncharacterized protein
Rv0849,mtb086,Uncharacterized protein
Rv0851c,mtb086,Uncharacterized protein
Rv0852,mtb086,Uncharacterized protein
Rv0853c,mtb086,Uncharacterized protein
Rv0854,mtb086,Uncharacterized protein
Rv0856,mtb086,Uncharacterized protein
Rv0857,mtb086,Uncharacterized protein
Rv0862c,mtb086,Uncharacterized protein
Rv0863,mtb086,Uncharacterized protein
Rv0865,mtb086,Uncharacterized protein
Rv0867c,mtb086,Uncharacterized protein
Rv0870c,mtb086,Uncharacterized protein
Rv0871,mtb086,Uncharacterized protein
Rv0872c,mtb086,Uncharacterized protein
Rv0873,mtb086,Uncharacterized protein
Rv0874c,mtb086,Uncharacterized protein
Rv0875c,mtb086,Uncharacterized protein
Rv0876c,mtb086,Uncharacterized protein
Rv0877,mtb086,Uncharacterized protein
Rv0878c,mtb086,Uncharacterized protein
Rv0879c,mtb086,Uncharacterized protein
Rv0880,mtb086,Uncharacterized protein
Rv0881,mtb086,Uncharacterized protein
Rv0882,mtb086,Uncharacterized protein
Rv0883c,mtb086,Uncharacterized protein
Rv0885,mtb086,Uncharacterized protein
Rv0886,mtb086,Uncharacterized protein
Rv0887c,mtb086,Uncharacterized protein
Rv0888,mtb086,Uncharacterized protein
Rv0890c,mtb086,Uncharacterized protein
Rv0891c,mtb086,Uncharacterized protein
Rv0892,mtb086,Uncharacterized protein
Rv0893c,mtb086,Uncharacterized protein
Rv0894,mtb086,Uncharacterized protein
Rv0897c,mtb086,Uncharacterized protein
Rv0898c,mtb086,Uncharacterized protein
Rv0899,mtb086,Uncharacterized protein
Rv0900,mtb086,Uncharacterized protein
Rv0901,mtb086,Uncharacterized protein
Rv0904c,mtb086,Uncharacterized protein
Rv0905,mtb086,Uncharacterized protein
Rv0906,mtb086,Uncharacterized protein
Rv0907,mtb086,Uncharacterized protein
Rv0908,mtb086,Uncharacterized protein
Rv0909,mtb086,Uncharacterized protein
Rv0910,mtb086,Uncharacterized protein
Rv0911,mtb086,Uncharacterized protein
Rv0912,mtb086,Uncharacterized protein
Rv0913c,mtb086,Uncharacterized protein
Rv0915c,mtb086,Uncharacterized protein
Rv0916c,mtb086,Uncharacterized protein
Rv0917,mtb086,Uncharacterized protein
Rv0918,mtb086,Uncharacterized protein
Rv0919,mtb086,Uncharacterized protein
Rv0920c,mtb086,Uncharacterized protein
Rv0921,mtb086,Uncharacterized protein
Rv0922,mtb086,Uncharacterized protein
Rv0923c,mtb086,Uncharacterized protein
Rv0924c,mtb086,Uncharacterized protein
Rv0925c,mtb086,Uncharacterized protein
Rv0926c,mtb086,Uncharacterized protein
Rv0939,mtb086,Uncharacterized protein
Rv0940c,mtb086,Uncharacterized protein
Rv0941c,mtb086,Uncharacterized protein
Rv0942,mtb086,Uncharacterized protein
Rv0943c,mtb086,Uncharacterized protein
Rv0945,mtb086,Uncharacterized protein
Rv0950c,mtb086,Uncharacterized protein
Rv0953c,mtb086,Uncharacterized protein
Rv0954,mtb086,Uncharacterized protein
Rv0955,mtb086,Uncharacterized protein
Rv0959,mtb086,Uncharacterized protein
Rv0959A,mtb086,Uncharacterized protein
Rv0960,mtb086,Uncharacterized protein
Rv0961,mtb086,Uncharacterized protein
Rv0962c,mtb086,Uncharacterized protein
